"mun_id","mun_nom","pob_tot","sup_km2","mun_loc_tot","reg","dist","pob_18_44","pea_tot","pea_ocup","pea_ocup_inf","pct_pea","pct_ocup_pea","pct_ocup_inf","loc_princ_1","loc_princ_2","loc_princ_3","sec_princ","ue_sec_tot","ue_mun_tot","pymes_tot","prod_princ_1","vol_gan_1","prod_princ_2","vol_gan_2","prod_princ_3","vol_gan_3","cult_princ_1","vol_agri_1","cult_princ_2","vol_agri_2","cult_princ_3","vol_agri_3","viv_tot","viv_sin_agua","pct_viv_sin_agua","viv_sin_pc","pct_viv_sin_pc","viv_sin_dren","pct_viv_sin_dren","viv_sin_luz","pct_viv_sin_luz","viv_sin_int","pct_viv_sin_int","esc_ms_23_24","alum_ms_23_24","esc_sup_23_24","alum_sup_23_24","caren_salud","caren_seg_soc","acceso_alim","rez_educ","pobreza_multi","pobreza_ext","pobreza_mod","vul_caren_soc","vul_ing","no_pob_no_vul","afiliacion_salud","rama_princ_1","artesanos_tot_1","rama_princ_2","artesanos_tot_2","rama_princ_3","artesanos_tot_3","artesanos_tot_mun","vacb","total_ingresos","pct_de_18"
"462",Santiago Huajolotitlán,4600,"110.7",19,Mixteca,Huajuapan,1802,2073,2035,1552,60.44,98.18,76.28,Santiago Huajolotitlán,Guadalupe de Cárdenas,El Zapote,Comercio al por menor,79,180,10,Ganado en pie de Bovino,"101.7",Carne de Bovino,"54.31",Leche de Bovino,"43.38",Calabacita,"1,599",Maíz grano,"606.0",Tomate rojo (jitomate),"506.7",1249,32,2.56,1049,83.99,127,10.17,14.0,1.12,1100,88.07,2.0,1023.0,0.0,0.0,1916,3270,984,1081,2368,578,1790,1669,110,454,2698,,,,,,,,19.387,70.117,39.17
"463",Santiago Huauclilla,525,"100.8",16,Mixteca,Nochixtlán,138,229,225,194,52.08,98.51,86.19,Santiago Huauclilla,Santiago Ixtlahuaca,Progreso,Otros servicios excepto actividades gubernamentales,9,35,2,Leche de Bovino,"64.32",Ganado en pie de Bovino,"34.97",Carne de Bovino,"18.11",Maíz grano,"425.7",Trigo grano,"94.06",Frijol,"63.79",193,9,4.66,187,96.89,79,40.93,4.0,2.07,174,90.16,0.0,0.0,0.0,0.0,153,348,26,174,468,118,350,34,16,6,377,,,,,,,,0.962,3.011,26.29
"464",Santiago Ihuitlán Plumas,341,"46.2",4,Mixteca,Coixtlahuaca,86,131,130,130,52.03,99.43,100.0,Santiago Ihuitlán Plumas,San Antonio Abad,La Mexicana,Industria manufacturera,14,44,2,Ganado en pie de Bovino,"55.64",Carne de Bovino,"28.88",Ganado en pie de Ovino,"27.49",Trigo grano,"103.5",Maíz grano,"54.88",Frijol,"07.84",115,6,5.22,114,99.13,10,8.70,0.0,0.0,115,100.00,0.0,0.0,0.0,0.0,58,253,133,99,317,100,217,5,17,2,270,,,,,,,,1.354,3.936,25.22
"465",Santiago Ixcuintepec,1636,"122.1",7,Sierra Norte,Mixe,562,660,652,609,61.02,98.69,93.43,Santiago Ixcuintepec,La Nueva Reforma del Camarón,Colonia Santa Cruz,Comercio al por menor,28,59,8,Ganado en pie de Porcino,"05.06",Carne de Porcino,"03.90",Ganado en pie de Ave,"02.88",Maíz grano,"340.9",Café cereza,"234.6",Frijol,"65.56",411,0,0.00,395,96.11,13,3.16,13.0,3.16,399,97.08,1.0,43.0,0.0,0.0,162,1358,229,584,1561,465,1096,53,17,5,1469,,,,,,,,1.578,6.855,34.35
"466",Santiago Ixtayutla,13880,"456.1",33,Costa,Jamiltepec,5428,5524,5511,5174,61.85,99.75,93.9,Santiago Ixtayutla,La Humedad,Xiniyuba,Comercio al por menor,99,189,4,Ganado en pie de Bovino,"750.5",Carne de Bovino,"404.0",Leche de Bovino,"403.1",Pastos y praderas,"8,462",Maíz grano,"3,968",Frijol,"449.1",3149,418,13.27,3079,97.78,1651,52.43,236.0,7.49,2791,88.63,2.0,103.0,0.0,0.0,2029,12861,6792,6717,13437,10074,3363,389,33,27,11832,Textiles,2,,,,,2,10.11,33.239,39.11
"467",Santiago Jamiltepec,19112,"637.9",47,Costa,Jamiltepec,7018,8253,8143,7004,60.83,98.67,86.01,Santiago Jamiltepec,San José de las Flores,Santa Elena Comaltepec,Comercio al por menor,454,1242,38,Ganado en pie de Bovino,"2,100",Leche de Bovino,"1,652",Carne de Bovino,"1,159",Pastos y praderas,"124,3",Papaya,"42,37",Maíz grano,"13,45",5500,490,8.91,4776,86.84,476,8.65,127.0,2.31,4526,82.29,4.0,592.0,0.0,0.0,12267,17338,8700,6494,14185,5398,8788,6415,142,669,13081,Textiles,52,,,,,52,168.841,567.787,36.72
"468",Santiago Jocotepec,14198,"618.8",37,Papaloapan,Choápam,4843,5401,5363,5363,59.04,99.31,100.0,Río Chiquito,Monte Negro,San Antonio las Palmas,Comercio al por menor,57,115,2,Ganado en pie de Bovino,"1,399",Leche de Bovino,"1,365",Carne de Bovino,"766.0",Pastos y praderas,"247,3",Maíz grano,"7,900",Plátano,"785.2",3375,161,4.77,3289,97.45,1879,55.67,73.0,2.16,3099,91.82,3.0,159.0,0.0,0.0,6723,14063,10956,5956,13481,7898,5583,1794,17,15,10552,Textiles,1,,,,,1,4.461,16.204,34.11
"469",Santiago Juxtlahuaca,34735,"774.1",88,Mixteca,Juxtlahuaca,12788,13844,13752,11921,60.75,99.34,86.69,Santiago Juxtlahuaca,Santa María Yucunicoco,Santa Rosa Caxtlahuaca,Comercio al por menor,725,1613,36,Ganado en pie de Porcino,"275.1",Ganado en pie de Bovino,"239.4",Carne de Porcino,"206.8",Maíz grano,"3,529",Plátano,"709.8",Alfalfa verde,"227.0",7517,216,2.87,6658,88.57,1809,24.07,305.0,4.06,6582,87.56,8.0,1405.0,1.0,56.0,15815,29870,12126,10940,28562,14797,13765,4812,429,917,23470,Textiles,9,No Clasificado,6,Madera Tallada,3,19,235.767,1069.233,36.82
"470",Santiago Lachiguiri,4394,"433",43,Istmo,Tehuantepec,1601,1943,1924,1900,57.66,99.04,98.74,Santiago Lachiguiri,Guigovelaga,San Miguel,Comercio al por menor,38,97,9,Leche de Bovino,"151.6",Ganado en pie de Bovino,"150.1",Carne de Bovino,"78.95",Café cereza,"1,485",Maíz grano,"1,354",Frijol,"192.7",1420,15,1.06,1310,92.25,137,9.65,80.0,5.63,980,69.01,3.0,225.0,0.0,0.0,732,3446,1035,1736,3547,852,2695,765,43,41,3632,,,,,,,,3.291,11.63,36.44
"471",Santiago Lalopa,431,"25.6",2,Sierra Norte,Villa alta,155,198,195,171,58.21,98.49,87.34,Santiago Lalopa,Quera Quiets,,Comercio al por menor,13,41,4,Ganado en pie de Porcino,"11.90",Carne de Porcino,"08.97",Ganado en pie de Bovino,"08.39",Caña de azúcar piloncillo,"162.7",Café cereza,"94.05",Maíz grano,"73.92",126,0,0.00,111,88.10,0,0.00,1.0,0.79,96,76.19,1.0,77.0,0.0,0.0,48,381,57,127,399,62,337,27,4,1,382,,,,,,,,0.513,2.494,35.96
"472",Santiago Laollaga,3361,"263.1",9,Istmo,Tehuantepec,1118,1471,1442,1136,56.97,98.07,78.73,Santiago Laollaga,Guichixú,Colonia del Carmen (Palo Grande),Comercio al por menor,92,290,8,Leche de Bovino,"199.2",Ganado en pie de Bovino,"149.4",Carne de Bovino,"79.84",Pastos y praderas,"12,78",Maíz grano,"1,683",Mango,"1,311",1115,50,4.48,883,79.19,30,2.69,8.0,0.72,821,73.63,1.0,49.0,0.0,0.0,580,1573,557,761,1705,320,1384,761,342,556,2749,,,,,,,,30.795,109.552,33.26
"473",Santiago Laxopa,1291,"117.3",3,Sierra Norte,Ixtlán de juárez,453,553,546,521,57.74,98.87,95.45,Santiago Laxopa,Santa Catarina Yahuío,San Sebastián Guiloxí,Industria manufacturera,12,44,4,Ganado en pie de Porcino,"252.7",Carne de Porcino,"188.8",Ganado en pie de Bovino,"43.69",Maíz grano,"208.8",Aguacate,"39.80",Frijol,"16.83",374,0,0.00,348,93.05,11,2.94,1.0,0.27,333,89.04,0.0,0.0,0.0,0.0,101,1107,33,278,1184,149,1034,60,44,5,1191,Fibras Vegetales,3,Madera Tallada,1,,,4,1.334,5.617,35.09
"474",Santiago Llano Grande,3440,"110.4",5,Costa,Jamiltepec,1099,1411,1390,1173,57.59,98.46,84.4,Santiago Llano Grande,San Francisco el Maguey,Rancho Nuevo,Comercio al por menor,58,150,6,Ganado en pie de Bovino,"673.2",Leche de Bovino,"517.1",Carne de Bovino,"367.3",Pastos y praderas,"18,56",Papaya,"3,613",Maíz grano,"1,750",1041,20,1.92,951,91.35,93,8.93,26.0,2.5,948,91.07,1.0,36.0,0.0,0.0,695,2606,1757,920,1975,561,1413,1157,48,263,2732,,,,,,,,9.877,37.341,31.95
"475",Santiago Matatlán,10175,"183.8",19,Valles Centrales,Tlacolula,3826,4370,4313,4035,58.44,98.71,93.54,San Pablo Guilá,Santiago Matatlán,Rancho San Felipe,Comercio al por menor,387,897,33,Leche de Bovino,"347.4",Ganado en pie de Bovino,"95.50",Carne de Bovino,"49.29",Tomate rojo (jitomate),"14,44",Agave,"3,207",Maíz grano,"894.9",2522,173,6.86,2158,85.57,75,2.97,48.0,1.9,1988,78.83,1.0,277.0,0.0,0.0,6301,9579,1214,3422,10086,3461,6625,913,288,68,6893,Alfareria y Ceramica,2,,,,,2,137.626,371.493,37.60
"476",Santiago Miltepec,421,"51.8",3,Mixteca,Huajuapan,145,187,183,148,59.23,98.25,80.52,Santiago Miltepec,La Providencia,Al Final de la Calle Allende,Industria manufacturera,25,50,1,Ganado en pie de Bovino,"23.89",Ganado en pie de Porcino,"13.84",Carne de Bovino,"12.02",Maíz grano,"89.55",Alfalfa verde,"63.31",Calabacita,"33.39",142,3,2.11,132,92.96,11,7.75,3.0,2.11,127,89.44,0.0,0.0,0.0,0.0,45,216,61,102,294,49,245,62,42,23,373,,,,,,,,1.864,4.229,34.44
"477",Santiago Minas,1327,"198.2",14,Sierra Sur,Sola de vega,471,559,554,554,57.11,99.11,100.0,Santiago Minas,Coquito,Corral de Piedra,Comercio al por menor,14,36,2,Leche de Bovino,"1,404",Ganado en pie de Bovino,"558.7",Carne de Bovino,"299.7",Alfalfa verde,"3,015",Maíz grano,"1,060",Sorgo forrajero en verde,"879.1",357,20,5.60,341,95.52,56,15.69,5.0,1.4,339,94.96,1.0,16.0,0.0,0.0,148,952,160,636,1077,293,785,233,11,6,1171,,,,,,,,1.321,4.461,35.49
"478",Santiago Nacaltepec,1599,"204.5",16,Cañada,Cuicatlán,407,577,577,577,46.5,100.0,100.0,Santiago Nacaltepec,San Francisco Cotahuixtla,El Moral,Comercio al por menor,15,41,2,Ganado en pie de Ave,"93.78",Carne de Ave,"70.74",Leche de Bovino,"57.83",Maíz grano,"1,464",Aguacate,"250.2",Durazno,"42.57",563,49,8.70,550,97.69,201,35.70,9.0,1.6,518,92.01,1.0,65.0,0.0,0.0,295,1132,377,543,1445,478,967,118,26,12,1315,,,,,,,,1.448,4.179,25.45
"479",Santiago Nejapilla,174,"20.5",4,Mixteca,Teposcolula,47,83,81,79,55.43,98.39,97.21,Santiago Nejapilla,Tikende,Ticuiti,Comercio al por menor,5,20,1,Ganado en pie de Bovino,"18.29",Ganado en pie de Porcino,"11.62",Leche de Bovino,"09.78",Trigo grano,"34.20",Maíz grano,"16.77",Frijol,"03.69",68,1,1.47,65,95.59,40,58.82,1.0,1.47,63,92.65,0.0,0.0,0.0,0.0,38,112,44,69,163,67,97,1,9,1,137,,,,,,,,0.444,1.421,27.01
"066",Santiago Niltepec,5342,"547.6",40,Istmo,Juchitán,1713,2260,2229,1962,56.3,98.63,88.03,Santiago Niltepec,El Zopilote (Teotepec),Santo Domingo,Comercio al por menor,134,338,7,Ganado en pie de Bovino,"763.3",Leche de Bovino,"744.7",Carne de Bovino,"416.2",Pastos y praderas,"22,80",Sorgo grano,"8,712",Maíz grano,"1,943",1727,67,3.88,1535,88.88,50,2.90,43.0,2.49,1501,86.91,1.0,228.0,0.0,0.0,1188,3900,1964,1596,3500,651,2849,1378,164,302,4139,Textiles,10,,,,,10,35.268,121.499,32.07
"480",Santiago Nundiche,1351,"71.3",16,Mixteca,Tlaxiaco,575,641,632,607,62.3,98.58,96.01,Ignacio Allende las Huertas,Hidalgo,Cañada Tierra Blanca,Comercio al por menor,9,26,1,Ganado en pie de Bovino,"10.73",Leche de Bovino,"10.43",Ganado en pie de Ovino,"09.64",Maíz grano,"479.4",Tomate rojo (jitomate),"363.9",Trigo grano,"26.70",402,66,16.42,397,98.76,388,96.52,48.0,11.94,389,96.77,0.0,0.0,0.0,0.0,381,1116,930,314,1260,756,505,92,0,0,969,,,,,,,,1.586,1.569,42.56
"481",Santiago Nuyoó,1898,"58.1",16,Mixteca,Tlaxiaco,540,779,769,719,55.72,98.7,93.56,Santiago Nuyoó,Yucunino de Guerrero,Loma Bonita de Juárez,Comercio al por menor,11,46,4,Ganado en pie de Ave,"29.20",Ganado en pie de Caprino,"28.30",Ganado en pie de Bovino,"27.15",Café cereza,"834.9",Maíz grano,"495.0",Frijol,"79.17",579,5,0.86,543,93.78,482,83.25,10.0,1.73,547,94.47,1.0,100.0,0.0,0.0,135,1175,581,400,1696,504,1191,172,18,12,1759,Textiles,1,,,,,1,2.566,9.053,28.45
"482",Santiago Pinotepa Nacional,55840,"804.5",114,Costa,Jamiltepec,22285,25053,24231,16655,63.1,96.72,68.74,Santiago Pinotepa Nacional,Collantes,El Ciruelo,Comercio al por menor,1631,3880,175,Ganado en pie de Bovino,"2,845",Leche de Bovino,"2,510",Ganado en pie de Porcino,"2,132",Pastos y praderas,"105,0",Papaya,"54,25",Maíz grano,"10,20",15450,2597,16.81,12804,82.87,1452,9.40,293.0,1.9,11760,76.12,9.0,2610.0,3.0,1501.0,30180,44191,22855,14732,31246,10194,21052,19731,1062,5013,33746,Textiles,160,,,,,160,1661.035,6396.28,39.91
"483",Santiago Suchilquitongo,10886,"95.5",12,Valles Centrales,Etla,4509,5058,4962,3903,62.19,98.11,78.66,Santiago Suchilquitongo,Santa Cruz Lachixolana,Santo Domingo Tlaltinango,Comercio al por menor,240,462,9,Leche de Bovino,"532.9",Ganado en pie de Bovino,"137.2",Carne de Bovino,"72.21",Alfalfa verde,"2,763",Maíz grano,"560.8",Tomate rojo (jitomate),"385.8",2861,410,14.33,2338,81.72,1092,38.17,48.0,1.68,2263,79.10,1.0,367.0,2.0,789.0,5609,8916,2248,2147,8846,3532,5314,1862,244,542,6837,Madera Tallada,1,Materiales Diversos,1,No Clasificado,1,3,24.81,80.932,41.42
"484",Santiago Tamazola,4458,"201.2",7,Mixteca,Silacayoápam,1561,1736,1723,1723,56.62,99.23,100.0,Santiago Tamazola,San Luis Morelia,Santa Ana Rayón,Comercio al por menor,149,278,5,Ganado en pie de Bovino,"110.7",Ganado en pie de Porcino,"66.51",Carne de Bovino,"57.80",Maíz grano,"690.3",Nopalitos,"29.30",Tomate rojo (jitomate),"27.50",1125,125,11.11,1030,91.56,77,6.84,20.0,1.78,1047,93.07,2.0,123.0,0.0,0.0,631,3858,1321,1425,3301,955,2346,1080,21,58,3803,Alfareria y Ceramica,15,,,,,15,19.353,62.483,35.02
"485",Santiago Tapextla,3134,"128.8",7,Costa,Jamiltepec,950,1144,1133,1010,57.71,99.06,89.13,Santiago Tapextla,Llano Grande,Tecoyame,Comercio al por menor,34,73,4,Ganado en pie de Bovino,"873.4",Carne de Bovino,"472.6",Leche de Bovino,"462.4",Pastos y praderas,"15,14",Maíz grano,"1,317",Papaya,"1,274",802,48,5.99,748,93.27,206,25.69,24.0,2.99,769,95.89,1.0,70.0,0.0,0.0,706,2676,1675,1290,2664,1329,1334,433,10,29,2402,,,,,,,,2.881,7.751,30.31
"487",Santiago Tenango,1966,"109.1",15,Valles Centrales,Etla,757,888,876,789,62.26,98.65,90.13,Santiago Tenango,El Correo,El Tejocote,Comercio al por menor,15,41,3,Leche de Bovino,"210.2",Ganado en pie de Bovino,"53.75",Carne de Bovino,"27.37",Maíz grano,"368.9",Tomate rojo (jitomate),"63.38",Frijol,"24.42",585,30,5.13,562,96.07,139,23.76,31.0,5.3,570,97.44,1.0,42.0,0.0,0.0,704,1668,373,274,1707,621,1086,211,28,22,1266,Fibras Vegetales,9,Metalisteria,2,Madera Tallada,1,12,1.635,4.597,38.50
"488",Santiago Tepetlapa,130,"13.6",3,Mixteca,Coixtlahuaca,41,52,52,52,52.62,100.0,100.0,Santiago Tepetlapa,San José Buenavista,Kú'u Ánuá,Industria manufacturera,11,21,1,Ganado en pie de Porcino,"175.9",Carne de Porcino,"129.5",Ganado en pie de Bovino,"16.39",Trigo grano,"33.50",Maíz grano,"10.20",Frijol,"01.03",41,0,0.00,37,90.24,3,7.32,0.0,0.0,38,92.68,0.0,0.0,0.0,0.0,43,93,0,45,101,23,79,23,2,4,80,,,,,,,,0.361,1.189,31.54
"489",Santiago Tetepec,4909,"290.9",13,Costa,Jamiltepec,1792,2005,1983,1828,59.28,98.9,92.2,Santiago Tetepec,Santa Cruz Tihuixte,La Cumbre,Comercio al por menor,42,116,4,Ganado en pie de Bovino,"738.6",Leche de Bovino,"570.2",Carne de Bovino,"393.1",Pastos y praderas,"15,54",Maíz grano,"1,777",Mango,"55.99",1348,81,6.01,1275,94.58,267,19.81,34.0,2.52,1052,78.04,3.0,179.0,0.0,0.0,1223,4324,1237,1583,4149,1605,2544,673,19,70,3676,,,,,,,,3.796,13.98,36.50
"490",Santiago Texcalcingo,2974,"16.6",9,Cañada,Teotitlán,1083,1196,1185,1162,59.56,99.04,98.13,Santiago Texcalcingo,Tepantitlán,Pelixtitlan,Comercio al por menor,39,61,2,Ganado en pie de Ave,"163.7",Carne de Ave,"122.9",Ganado en pie de Porcino,"27.75",Aguacate,"1,012",Maíz grano,"805.6",Durazno,"115.6",762,9,1.18,748,98.16,184,24.15,5.0,0.66,712,93.44,1.0,57.0,0.0,0.0,732,2525,897,1434,2885,1338,1546,38,51,1,2245,,,,,,,,2.038,7.917,36.42
"491",Santiago Textitlán,4930,"251.9",19,Sierra Sur,Sola de vega,1784,1903,1900,1827,61.8,99.8,96.16,Santiago Sochiltepec,Santiago Textitlán,Río Humo,Comercio al por menor,28,55,2,Leche de Bovino,"73.98",Ganado en pie de Porcino,"56.90",Carne de Porcino,"42.24",Maíz grano,"2,087",Tomate rojo (jitomate),"1,568",Frijol,"100.8",904,0,0.00,856,94.69,571,63.16,17.0,1.88,802,88.72,2.0,253.0,0.0,0.0,366,3532,2308,964,4729,2291,2438,145,47,10,4574,,,,,,,,3.246,8.892,36.19
"492",Santiago Tilantongo,2764,"247.7",24,Mixteca,Nochixtlán,774,1044,1037,1037,52.44,99.34,100.0,Santiago Tilantongo,Guadalupe Hidalgo,San Martín de las Palmas,Comercio al por menor,28,71,5,Ganado en pie de Bovino,"285.2",Leche de Bovino,"184.7",Carne de Bovino,"154.5",Maíz grano,"1,033",Trigo grano,"80.52",Frijol,"64.41",904,145,16.04,876,96.90,700,77.43,51.0,5.64,828,91.59,1.0,72.0,0.0,0.0,327,2052,694,831,2632,1152,1480,79,34,19,2441,,,,,,,,2.881,9.426,28.00
"493",Santiago Tillo,545,"17.1",4,Mixteca,Nochixtlán,197,243,239,208,58.17,98.46,86.75,Santiago Tillo,San Mateo Yucucuy,Jaime Santiago,Comercio al por menor,6,24,1,Leche de Bovino,"14.42",Ganado en pie de Bovino,"07.42",Ganado en pie de Ave,"06.85",Maíz grano,"454.7",Trigo grano,"357.9",Frijol,"250.3",175,1,0.57,152,86.86,42,24.00,1.0,0.57,115,65.71,0.0,0.0,0.0,0.0,97,395,144,90,371,78,292,116,22,36,446,,,,,,,,1.487,5.174,36.15
"494",Santiago Tlazoyaltepec,6300,"63.1",64,Valles Centrales,Etla,2218,2520,2487,2318,60.42,98.69,93.23,Santiago Huaxolotipac,Santiago Tlazoyaltepec,Loma de Águila,Comercio al por menor,11,33,4,Leche de Bovino,"116.1",Ganado en pie de Bovino,"52.00",Ganado en pie de Caprino,"49.46",Maíz grano,"857.4",Tomate rojo (jitomate),"146.2",Durazno,"97.58",1293,212,16.40,1221,94.43,1218,94.20,41.0,3.17,1124,86.93,2.0,145.0,0.0,0.0,1113,5093,1323,2054,6215,3708,2507,84,4,0,5192,,,,,,,,1.509,2.605,35.21
"495",Santiago Xanica,3029,"137.2",18,Sierra Sur,Miahuatlán,1105,1214,1202,1106,60.94,99.02,91.99,San Felipe Lachilló,Santiago Xanica,San Antonio Ozolotepec,Comercio al por menor,21,47,1,Miel de Abeja,"48.11",Leche de Bovino,"10.20",Ganado en pie de Bovino,"08.82",Café cereza,"2,820",Maíz grano,"512.4",Tomate rojo (jitomate),"86.14",809,62,7.66,776,95.92,620,76.64,68.0,8.41,739,91.35,2.0,95.0,0.0,0.0,518,2630,1257,1354,2857,1583,1274,151,17,5,2506,,,,,,,,2.988,8.476,36.48
"496",Santiago Xiacuí,1893,"63.3",5,Sierra Norte,Ixtlán de juárez,692,840,827,695,59.11,98.48,84.08,Trinidad Ixtlán,Santiago Xiacuí,Francisco I. Madero,Comercio al por menor,16,52,3,Ganado en pie de Porcino,"68.71",Carne de Porcino,"51.16",Ganado en pie de Bovino,"32.62",Maíz grano,"253.2",Trigo grano,"68.41",Durazno,"44.79",534,2,0.37,426,79.78,82,15.36,2.0,0.37,337,63.11,1.0,151.0,0.0,0.0,317,1438,234,273,1204,172,1033,459,86,144,1569,,,,,,,,4.801,40.523,36.56
"497",Santiago Yaitepec,4233,"41",1,Costa,Juquila,1429,1581,1572,1572,58.11,99.39,100.0,Santiago Yaitepec,La Esperanza,La Pichuaca Grande,Industria manufacturera,278,391,6,Leche de Bovino,"52.13",Ganado en pie de Bovino,"32.22",Carne de Bovino,"16.27",Pastos y praderas,"509.6",Maíz grano,"470.2",Café cereza,"383.0",948,10,1.05,907,95.68,547,57.70,9.0,0.95,856,90.30,0.0,0.0,0.0,0.0,1149,3857,1371,2397,4152,2806,1346,81,0,2,3092,Textiles,2,,,,,2,16.622,44.365,33.76
"498",Santiago Yaveo,7593, 1 024.2,140,Papaloapan,Choápam,2822,3204,3166,2940,60.53,98.8,92.87,Francisco Villa,San Juan Jaltepec,Santiago Yaveo,Comercio al por menor,26,58,2,Leche de Bovino,"2,760",Ganado en pie de Bovino,"2,621",Carne de Bovino,"1,455",Pastos y praderas,"971,8",Limón,"94,43",Maíz grano,"8,025",2080,970,46.63,1971,94.76,418,20.10,72.0,3.46,1875,90.14,1.0,31.0,0.0,0.0,1690,6828,3404,2556,6030,2228,3802,1534,9,24,5823,,,,,,,,2.903,8.933,37.17
"499",Santiago Yolomécatl,1922,"66.9",13,Mixteca,Teposcolula,689,815,804,698,56.19,98.66,86.87,Santiago Yolomécatl,Nduadavi,Diquiyu,Comercio al por menor,116,250,5,Ganado en pie de Bovino,"68.59",Carne de Bovino,"35.49",Ganado en pie de Caprino,"13.78",Alfalfa verde,"153.1",Maíz grano,"117.9",Trigo grano,"33.80",539,20,3.71,386,71.61,48,8.91,3.0,0.56,407,75.51,1.0,254.0,0.0,0.0,323,1146,383,254,1004,143,860,538,121,260,1576,,,,,,,,18.29,54.876,35.85
"500",Santiago Yosondúa,7991,"334.1",43,Mixteca,Tlaxiaco,2649,3229,3195,3090,57.58,98.94,96.74,Santiago Yosondúa,Santa Catarina Cuanana,Imperio,Comercio al por menor,124,256,5,Ganado en pie de Bovino,"284.9",Leche de Bovino,"188.2",Carne de Bovino,"153.1",Maíz grano,"1,589",Avena forrajera en verde,"708.8",Alfalfa verde,"517.0",2405,159,6.61,2292,95.30,903,37.55,100.0,4.16,2078,86.40,1.0,151.0,0.0,0.0,801,5860,1596,2279,6978,2108,4870,778,117,122,6618,,,,,,,,14.902,46.123,33.15
"501",Santiago Yucuyachi,998,"50.1",3,Mixteca,Silacayoápam,315,432,425,357,55.91,98.43,83.84,Santa Rosa de Juárez,Santiago Yucuyachi,Tocahaba [Rancho],Comercio al por menor,22,45,1,Ganado en pie de Bovino,"37.20",Ganado en pie de Porcino,"33.79",Carne de Porcino,"25.70",Maíz grano,"102.3",Aguacate,"11.58",Tomate rojo (jitomate),"09.48",327,1,0.31,302,92.35,25,7.65,3.0,0.92,312,95.41,0.0,0.0,0.0,0.0,219,738,254,397,682,150,532,283,12,21,776,,,,,,,,1.749,6.777,31.56
"502",Santiago Zacatepec,5089,"213",10,Sierra Norte,Mixe,1653,2030,2005,1817,58.09,98.77,90.62,Santiago Zacatepec,La Candelaria,San Juan Metaltepec,Comercio al por menor,87,141,3,Huevo plato de Ave,"14.36",Ganado en pie de Ave,"11.79",Ganado en pie de Bovino,"10.49",Maíz grano,"1,288",Café cereza,"1,122",Caña de azúcar piloncillo,"611.5",1405,112,7.97,1329,94.59,678,48.26,67.0,4.77,1223,87.05,1.0,81.0,0.0,0.0,660,4390,2610,2303,4746,3036,1710,326,9,10,4391,,,,,,,,8.506,22.232,32.48
"503",Santiago Zoochila,425,"8.2",1,Sierra Norte,Villa alta,151,192,189,171,57.78,98.4,90.18,Santiago Zoochila,,,Industria manufacturera,13,48,1,Ganado en pie de Bovino,"15.76",Ganado en pie de Porcino,"15.03",Carne de Porcino,"11.48",Agave,"277.5",Maíz grano,"58.31",Tomate rojo (jitomate),"51.38",124,0,0.00,107,86.29,1,0.81,0.0,0.0,95,76.61,0.0,0.0,0.0,0.0,129,338,68,100,354,53,302,56,10,4,295,,,,,,,,1.393,4.43,35.53
"506",Santo Domingo Albarradas,798,"43.6",2,Valles Centrales,Tlacolula,263,350,345,309,56.59,98.61,89.6,Santo Domingo Albarradas,Cerro de Lumbre,Ex-Campo de Aviación,Industria manufacturera,50,96,3,Ganado en pie de Ave,"01.90",Huevo plato de Ave,"01.54",Carne de Ave,"01.42",Maíz grano,"702.2",Agave,"140.0",Tomate rojo (jitomate),"61.36",232,1,0.43,215,92.67,4,1.72,2.0,0.86,199,85.78,0.0,0.0,0.0,0.0,163,640,107,231,741,244,497,43,8,6,633,Textiles,1,,,,,1,3.545,11.524,32.96
"507",Santo Domingo Armenta,3155,"143.7",5,Costa,Jamiltepec,971,1230,1216,1131,57.71,98.84,93.06,Santo Domingo Armenta,Callejón de Rómulo,Lagunillas,Comercio al por menor,85,182,4,Ganado en pie de Bovino,"845.3",Leche de Bovino,"475.1",Carne de Bovino,"458.1",Pastos y praderas,"13,85",Sandía,"5,400",Maíz grano,"1,276",932,14,1.50,870,93.35,163,17.49,32.0,3.43,898,96.35,1.0,91.0,0.0,0.0,703,2619,1534,1109,2758,1125,1634,317,41,39,2437,,,,,,,,12.88,36.848,30.78
"508",Santo Domingo Chihuitán,1618,"71.1",12,Istmo,Tehuantepec,556,734,718,554,58.26,97.86,77.15,Santo Domingo Chihuitán,El Cerrito,Barrio Cheguigo Santa Cruz,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,46,139,6,Leche de Bovino,"231.5",Ganado en pie de Bovino,"175.1",Carne de Bovino,"93.95",Pastos y praderas,"9,436",Maíz grano,"1,257",Sorgo grano,"896.4",532,12,2.26,416,78.20,10,1.88,10.0,1.88,364,68.42,0.0,0.0,0.0,0.0,195,902,272,328,511,73,438,688,42,378,1408,,,,,,,,26.613,98.25,34.36
"509",Santo Domingo de Morelos,11384,"105.3",18,Costa,Pochutla,4121,4373,4317,3843,61.33,98.73,89.02,Santo Domingo de Morelos,Cañada Brava,San José Piedras Negras,Comercio al por menor,101,230,9,Ganado en pie de Porcino,"254.7",Carne de Porcino,"186.0",Ganado en pie de Bovino,"180.5",Pastos y praderas,"54,05",Maíz grano,"5,739",Papaya,"1,397",2484,647,26.05,2303,92.71,1588,63.93,65.0,2.62,2243,90.30,1.0,179.0,0.0,0.0,1548,10410,6803,5263,9811,5491,4321,1392,44,142,9824,,,,,,,,21.809,74.836,36.20
