"mun_id","mun_nom","pob_tot","sup_km2","mun_loc_tot","reg","dist","pob_18_44","pea_tot","pea_ocup","pea_ocup_inf","pct_pea","pct_ocup_pea","pct_ocup_inf","loc_princ_1","loc_princ_2","loc_princ_3","sec_princ","ue_sec_tot","ue_mun_tot","pymes_tot","prod_princ_1","vol_gan_1","prod_princ_2","vol_gan_2","prod_princ_3","vol_gan_3","cult_princ_1","vol_agri_1","cult_princ_2","vol_agri_2","cult_princ_3","vol_agri_3","viv_tot","viv_sin_agua","pct_viv_sin_agua","viv_sin_pc","pct_viv_sin_pc","viv_sin_dren","pct_viv_sin_dren","viv_sin_luz","pct_viv_sin_luz","viv_sin_int","pct_viv_sin_int","esc_ms_23_24","alum_ms_23_24","esc_sup_23_24","alum_sup_23_24","caren_salud","caren_seg_soc","acceso_alim","rez_educ","pobreza_multi","pobreza_ext","pobreza_mod","vul_caren_soc","vul_ing","no_pob_no_vul","afiliacion_salud","rama_princ_1","artesanos_tot_1","rama_princ_2","artesanos_tot_2","rama_princ_3","artesanos_tot_3","artesanos_tot_mun","vacb","total_ingresos","pct_de_18"
"043",Juchitán de Zaragoza,113570,"911.3",153,Istmo,Juchitán,46266,51869,50771,34895,61.92,97.88,68.73,Juchitán de Zaragoza,La Ventosa,Álvaro Obregón,Industria manufacturera,5078,12215,357,Ganado en pie de Bovino,"2,780",Leche de Bovino,"2,123",Carne de Bovino,"1,540",Pastos y praderas,"224,6",Maíz grano,"7,594",Sorgo grano,"2,254",28668,776,2.71,21092,73.57,297,1.04,301.0,1.05,16710,58.29,12.0,3820.0,6.0,5854.0,57969,74064,35639,24737,54930,17307,37623,35101,3277,14685,65343,Textiles,375,Talabartería y Peletería,12,Orfebreria,10,410,4167.254,11374.805,40.74
"017",La Compañía,3607,"104.2",12,Valles Centrales,Ejutla,1210,1518,1504,1504,57.33,99.14,99.94,Agua del Espino,La Compañía,Río de Ejutla,Comercio al por menor,11,31,1,Leche de Bovino,"307.0",Ganado en pie de Bovino,"116.2",Ganado en pie de Porcino,"82.95",Alfalfa verde,"6,012",Agave,"5,473",Maíz grano,"2,377",1059,144,13.60,1032,97.45,435,41.08,22.0,2.08,1000,94.43,0.0,0.0,0.0,0.0,986,3026,819,1425,3100,1176,1924,481,14,14,2614,,,,,,,,0.981,3.073,33.55
"069",La Pe,3052,"26.9",2,Valles Centrales,Ejutla,1216,1274,1260,1181,63.27,98.89,93.74,La Pe,Guadalupe,,Comercio al por menor,52,75,4,Leche de Bovino,"199.1",Ganado en pie de Bovino,"67.76",Ganado en pie de Porcino,"43.00",Alfalfa verde,"3,526",Maíz grano,"1,497",Agave,"355.6",780,54,6.92,759,97.31,597,76.54,8.0,1.03,736,94.36,0.0,0.0,0.0,0.0,312,2835,623,1198,2737,887,1850,312,1,3,2734,,,,,,,,4.125,15.042,39.84
"076",La Reforma,3411,"186.6",14,Sierra Sur,Putla,1313,1443,1426,1300,59.27,98.86,91.12,La Reforma,Estanzuela Grande,El Porvenir,Comercio al por menor,69,130,4,Leche de Bovino,"164.6",Ganado en pie de Bovino,"146.6",Carne de Bovino,"77.50",Maíz grano,"982.0",Café cereza,"664.1",Frijol,"47.51",887,10,1.13,780,87.94,66,7.44,27.0,3.04,573,64.60,1.0,77.0,0.0,0.0,671,3001,1432,1025,2488,786,1703,854,15,55,2729,,,,,,,,6.086,20.534,38.49
"556",La Trinidad Vista Hermosa,306,"10.8",4,Mixteca,Teposcolula,90,126,123,69,57.34,97.13,56.57,La Trinidad Vista Hermosa,El Encinal,El Moral,Otros servicios excepto actividades gubernamentales,6,20,2,Ganado en pie de Bovino,"13.63",Ganado en pie de Caprino,"11.44",Carne de Bovino,"07.11",Tomate rojo (jitomate),"39.00",Trigo grano,"32.97",Maíz grano,"25.37",91,0,0.00,80,87.91,5,5.49,5.0,5.49,38,41.76,0.0,0.0,0.0,0.0,75,243,66,71,241,37,203,56,2,7,230,,,,,,,,0.234,1.51,29.41
"044",Loma Bonita,40934,"485.8",156,Papaloapan,Tuxtepec,14798,17800,17349,13583,58.95,97.46,78.29,Loma Bonita,San Benito Encinal,Arroyo Metate,Comercio al por menor,921,2524,112,Leche de Bovino,"3,439",Ganado en pie de Bovino,"2,812",Carne de Bovino,"1,548",Pastos y praderas,"1,430",Piña,"129,3",Caña de azúcar,"100,4",12785,586,4.58,10565,82.64,1082,8.46,143.0,1.12,8942,69.94,6.0,1521.0,2.0,395.0,13570,24115,11441,9551,22877,6560,16318,5957,2413,3172,28319,Textiles,15,,,,,15,781.619,1995.12,36.15
"045",Magdalena Apasco,7888,"27",12,Valles Centrales,Etla,3296,3751,3700,2355,62.72,98.62,63.65,Magdalena Apasco,Ex-Hacienda Catano [Fraccionamiento],Santa Martha Etla,Comercio al por menor,124,303,25,Leche de Bovino,"193.1",Ganado en pie de Bovino,"54.74",Carne de Bovino,"27.84",Alfalfa verde,"3,746",Maíz forrajero en verde,"700.7",Maíz grano,"496.1",2184,36,1.65,1296,59.34,189,8.65,8.0,0.37,1185,54.26,0.0,0.0,0.0,0.0,2002,3419,906,751,2142,151,1990,2378,448,2924,5621,Lapidaria y Cantera,10,Textiles,4,,,14,275.199,722.155,41.78
"046",Magdalena Jaltepec,2943,"234.7",25,Mixteca,Nochixtlán,932,1274,1273,1199,55.87,99.9,94.21,Magdalena Jaltepec,Santa Cruz Mitlatongo,La Unión,Comercio al por menor,40,125,4,Leche de Bovino,"170.7",Ganado en pie de Bovino,"150.3",Ganado en pie de Porcino,"94.01",Maíz grano,"1,817",Frijol,"655.5",Alfalfa verde,"116.5",929,160,17.22,866,93.22,320,34.45,14.0,1.51,852,91.71,1.0,105.0,0.0,0.0,453,2288,390,855,2456,669,1788,393,55,39,2482,,,,,,,,6.188,19.447,31.67
"048",Magdalena Mixtepec,1433,"41",3,Valles Centrales,Zimatlán,510,536,532,521,61.08,99.26,97.92,Magdalena Mixtepec,Santa Catalina Mixtepec,Nabor Antonio,Comercio al por menor,8,17,2,Leche de Bovino,"62.08",Ganado en pie de Bovino,"08.71",Carne de Bovino,"04.49",Aguacate,"205.2",Maíz grano,"138.4",Tomate rojo (jitomate),"102.8",283,2,0.71,274,96.82,263,92.93,9.0,3.18,269,95.05,1.0,53.0,0.0,0.0,231,1330,151,406,1372,806,566,62,0,0,1205,,,,,,,,0.679,1.914,35.59
"049",Magdalena Ocotlán,1184,"10.3",1,Valles Centrales,Ocotlán,460,527,517,402,61.69,98.11,77.77,Magdalena Ocotlán,,,Comercio al por menor,23,53,2,Leche de Bovino,"160.2",Ganado en pie de Bovino,"38.63",Carne de Bovino,"19.70",Alfalfa verde,"430.3",Maíz grano,"380.6",Garbanzo grano,"19.74",315,57,18.10,286,90.79,235,74.60,4.0,1.27,218,69.21,0.0,0.0,0.0,0.0,504,771,108,296,896,334,563,247,14,28,644,Textiles,1,,,,,1,6.118,25.141,38.85
"050",Magdalena Peñasco,3750,"85.1",21,Mixteca,Tlaxiaco,1129,1408,1401,1401,55.5,99.48,100.0,San Isidro,Magdalena Peñasco,Ignacio Zaragoza,Industria manufacturera,72,151,4,Ganado en pie de Bovino,"40.62",Carne de Bovino,"21.00",Leche de Bovino,"09.96",Maíz grano,"420.0",Tomate rojo (jitomate),"203.0",Aguacate,"45.82",980,111,11.33,906,92.45,895,91.33,27.0,2.76,851,86.84,1.0,127.0,0.0,0.0,496,2686,301,1374,3425,1114,2311,287,30,9,3270,Fibras Vegetales,22,No Clasificado,7,,,29,9.599,21.058,30.11
"051",Magdalena Teitipac,4764,"39.4",3,Valles Centrales,Tlacolula,1711,1895,1881,1879,59.73,99.27,99.89,Magdalena Teitipac,,,Industria manufacturera,492,677,6,Leche de Bovino,"104.5",Ganado en pie de Porcino,"42.59",Ganado en pie de Bovino,"40.34",Maíz grano,"640.0",Agave,"347.3",Tomate rojo (jitomate),"167.5",1012,516,50.99,959,94.76,436,43.08,9.0,0.89,972,96.05,0.0,0.0,0.0,0.0,2066,4337,493,2903,4487,2334,2152,271,6,2,2678,Textiles,1,,,,,1,20.533,64.181,35.92
"052",Magdalena Tequisistlán,5996,"840.6",19,Istmo,Tehuantepec,1968,2557,2511,1923,56.69,98.19,76.57,Magdalena Tequisistlán,San Miguel Ecatepec,Colonia Marilú,Comercio al por menor,142,375,8,Ganado en pie de Porcino,"189.5",Ganado en pie de Bovino,"152.0",Leche de Bovino,"149.1",Limón,"1,615",Mango,"1,456",Agave,"1,334",1884,86,4.56,1603,85.08,90,4.78,79.0,4.19,1556,82.59,2.0,309.0,0.0,0.0,996,4123,1594,1342,3629,853,2776,1520,337,513,4983,,,,,,,,29.137,76.726,32.82
"053",Magdalena Tlacotepec,1297,"124.4",5,Istmo,Tehuantepec,440,589,581,543,56.7,98.65,93.48,Magdalena Tlacotepec,Los Lavaderos [Hernández Osorio],Rancho Tomás Salvador,Comercio al por menor,35,108,3,Ganado en pie de Bovino,"32.35",Leche de Bovino,"17.24",Carne de Bovino,"16.98",Maíz grano,"824.1",Sorgo grano,"146.5",Coco fruta,"69.75",419,23,5.49,311,74.22,17,4.06,1.0,0.24,312,74.46,0.0,0.0,0.0,0.0,352,519,49,303,441,62,379,450,59,349,933,,,,,,,,3.611,11.555,33.92
"562",Magdalena Yodocono de Porfirio Díaz,1682,"39",3,Mixteca,Nochixtlán,622,733,722,626,59.78,98.55,86.7,Magdalena Yodocono de Porfirio Díaz,Santa Cruz Yodocono,La Unión,Comercio al por menor,47,114,9,Leche de Bovino,"26.44",Ganado en pie de Bovino,"15.79",Carne de Bovino,"08.19",Maíz grano,"400.5",Alfalfa verde,"67.27",Trigo grano,"57.45",473,5,1.06,419,88.58,120,25.37,3.0,0.63,371,78.44,1.0,158.0,0.0,0.0,378,1421,378,377,1313,344,970,297,31,42,1313,,,,,,,,10.234,26.689,36.98
"054",Magdalena Zahuatlán,404,"24.8",2,Mixteca,Nochixtlán,151,183,180,162,58.8,98.39,89.83,Magdalena Zahuatlán,San Francisco,El Sabino,Comercio al por menor,11,32,2,Ganado en pie de Bovino,"12.27",Leche de Bovino,"09.83",Ganado en pie de Caprino,"06.56",Maíz grano,"336.4",Avena forrajera en verde,"214.4",Trigo grano,"88.11",130,1,0.77,113,86.92,55,42.31,3.0,2.31,116,89.23,0.0,0.0,0.0,0.0,46,316,103,86,341,99,242,43,10,10,358,,,,,,,,0.441,3.31,37.38
"055",Mariscala de Juárez,3739,"144.2",13,Mixteca,Huajuapan,1258,1563,1535,1269,58.75,98.25,82.67,Mariscala de Juárez,San Pedro Atoyac,Guadalupe la Huertilla,Comercio al por menor,163,298,7,Ganado en pie de Bovino,"111.4",Ganado en pie de Porcino,"65.76",Carne de Bovino,"59.15",Maíz grano,"947.3",Tomate rojo (jitomate),"189.8",Nopalitos,"80.50",1074,70,6.52,986,91.81,62,5.77,6.0,0.56,1014,94.41,1.0,179.0,0.0,0.0,656,3016,759,1197,2546,575,1971,996,55,144,3072,Fibras Vegetales,1,,,,,1,52.779,211.295,33.65
"056",Mártires de Tacubaya,1446,"57.5",4,Costa,Jamiltepec,491,625,613,477,60.53,98.13,77.83,Mártires de Tacubaya,El Naranjo,Arroyo Seco,Comercio al por menor,34,90,3,Ganado en pie de Bovino,"488.4",Leche de Bovino,"413.1",Carne de Bovino,"263.1",Pastos y praderas,"10,72",Maíz grano,"847.3",Ajonjolí,"42.51",409,16,3.91,385,94.13,46,11.25,6.0,1.47,378,92.42,1.0,30.0,0.0,0.0,306,1150,674,435,930,313,617,459,12,46,1133,,,,,,,,3.213,8.913,33.96
"057",Matías Romero Avendaño,38183, 1 355.4,126,Istmo,Juchitán,13850,16289,15971,12112,58.51,98.05,75.84,Matías Romero Avendaño,Palomares,Cuauhtémoc,Comercio al por menor,1310,2909,110,Ganado en pie de Bovino,"11,48",Leche de Bovino,"10,36",Carne de Bovino,"6,405",Pastos y praderas,"1,289",Naranja,"27,31",Limón,"4,958",11333,1382,12.19,9387,82.83,451,3.98,148.0,1.31,8782,77.49,7.0,1608.0,4.0,374.0,16678,23504,10195,8393,21373,6354,15019,8962,1733,4279,25339,Textiles,11,,,,,11,832.581,3971.76,36.27
"058",Mazatlán Villa de Flores,12722,"182.2",110,Cañada,Teotitlán,4036,4993,4952,4747,57.33,99.17,95.87,Mazatlán Villa de Flores,Aguacatitla,San Simón Coyoltepec,Comercio al por menor,66,130,2,Ganado en pie de Ave,"335.3",Carne de Ave,"253.8",Ganado en pie de Porcino,"184.7",Maíz grano,"2,529",Aguacate,"1,121",Café cereza,"896.8",3587,285,7.95,3505,97.71,547,15.25,121.0,3.37,3400,94.79,5.0,309.0,0.0,0.0,1425,10415,5592,5722,12164,7187,4977,369,123,72,11289,Textiles,2,No Clasificado,1,,,3,5.563,17.105,31.72
"037",Mesones Hidalgo,4424,"174.7",26,Sierra Sur,Putla,1538,1720,1706,1706,56.34,99.15,100.0,Mesones Hidalgo,San José de las Flores,Concepción las Mesas,Comercio al por menor,52,101,1,Ganado en pie de Bovino,"186.4",Leche de Bovino,"169.7",Carne de Bovino,"98.58",Maíz grano,"1,824",Sandía,"1,333",Mango,"41.42",1130,32,2.83,1052,93.10,195,17.26,49.0,4.34,927,82.04,1.0,82.0,0.0,0.0,677,3822,1386,1887,3859,1899,1960,534,10,23,3747,,,,,,,,7.009,19.392,34.76
"059",Miahuatlán de Porfirio Díaz,50375,"467.4",110,Sierra Sur,Miahuatlán,20771,22871,22108,16688,63.77,96.66,75.49,Miahuatlán de Porfirio Díaz,Santa Catarina Roatina,Mengolí de Morelos,Comercio al por menor,1359,3159,89,Leche de Bovino,"796.9",Ganado en pie de Bovino,"303.0",Ganado en pie de Porcino,"196.8",Agave,"66,94",Maíz grano,"8,195",Alfalfa verde,"4,648",13000,1148,8.83,9855,75.81,2388,18.37,190.0,1.46,9065,69.73,4.0,2034.0,2.0,2502.0,38987,43602,11511,15698,36940,13492,23448,13076,1749,4172,28027,Fibras Vegetales,6,Hueso y Cuerno,4,Varios,3,16,734.592,2411.854,41.23
"060",Mixistlán de la Reforma,2487,"67.7",9,Sierra Norte,Mixe,877,1013,1003,1003,57.11,99.05,99.98,Mixistlán de la Reforma,Santa María Mixistlán,San Cristóbal Chichicaxtepec,Comercio al por menor,24,47,3,Ganado en pie de Bovino,"21.36",Carne de Bovino,"10.91",Leche de Bovino,"10.68",Maíz grano,"627.6",Frijol,"52.14",Ciruela,"30.36",644,34,5.28,625,97.05,224,34.78,37.0,5.75,635,98.60,1.0,34.0,0.0,0.0,331,2067,463,701,2222,704,1518,218,32,16,2156,,,,,,,,1.659,6.402,35.26
"061",Monjas,2893,"22.4",6,Sierra Sur,Miahuatlán,984,1154,1140,1109,58.19,98.78,97.24,Santa María Velató,Monjas,La Unión [Barrio],Comercio al por menor,30,67,4,Leche de Bovino,"116.5",Ganado en pie de Bovino,"44.47",Ganado en pie de Porcino,"29.51",Agave,"2,114",Maíz grano,"832.7",Alfalfa verde,"736.0",799,170,21.28,739,92.49,318,39.80,17.0,2.13,698,87.36,1.0,100.0,0.0,0.0,480,2495,382,1218,2190,679,1511,661,9,33,2397,,,,,,,,16.921,68.343,34.01
"062",Natividad,498,"2.2",1,Sierra Norte,Ixtlán de juárez,184,231,226,146,58.86,97.53,64.57,Natividad,,,Comercio al por menor,28,57,1,Ganado en pie de Porcino,"09.35",Carne de Porcino,"07.04",Ganado en pie de Ave,"01.25",Frijol,"01.79",Maíz grano,"00.97",,,155,0,0.00,114,73.55,2,1.29,1.0,0.65,80,51.61,0.0,0.0,0.0,0.0,91,302,44,82,230,22,208,160,30,79,404,,,,,,,,58.791,105.859,36.95
"063",Nazareno Etla,4293,"4.3",2,Valles Centrales,Etla,1752,2052,2009,1452,60.43,97.93,72.24,Nazareno Etla,Lomas de Nazareno,,Comercio al por menor,169,381,12,Leche de Bovino,"259.2",Ganado en pie de Bovino,"73.75",Carne de Bovino,"37.59",Alfalfa verde,"2,079",Maíz forrajero en verde,"961.4",Maíz grano,"214.0",1127,83,7.36,710,63.00,43,3.82,11.0,0.98,536,47.56,2.0,944.0,0.0,0.0,1391,2323,654,362,1733,222,1512,1249,295,1017,2819,,,,,,,,20.743,70.491,40.81
"064",Nejapa de Madero,8494,"504.4",23,Sierra Sur,Yautepec,3296,3834,3771,3063,60.63,98.35,81.24,El Camarón,Nejapa de Madero,Las Ánimas,Comercio al por menor,60,129,9,Ganado en pie de Porcino,"189.0",Leche de Bovino,"167.3",Ganado en pie de Bovino,"166.6",Pastos y praderas,"85,92",Agave,"24,82",Maíz grano,"1,988",2335,89,3.81,2124,90.96,162,6.94,70.0,3.0,2034,87.11,2.0,257.0,0.0,0.0,1686,6369,1625,2192,5671,1170,4501,2375,107,346,6302,,,,,,,,18.843,88.417,38.80
"504",Nuevo Zoquiápam,1590,"100.7",4,Sierra Norte,Ixtlán de juárez,569,665,646,314,59.42,97.0,48.57,Nuevo Zoquiápam,San Matías Zoquiápam,Rumbo al Pueblo Viejo,Comercio al por menor,51,86,6,Ganado en pie de Bovino,"21.78",Ganado en pie de Porcino,"18.08",Ganado en pie de Caprino,"14.64",Tomate rojo (jitomate),"2,314",Gladiola (gruesa),"1,043",Maíz grano,"312.6",399,0,0.00,353,88.47,6,1.50,1.0,0.25,312,78.20,1.0,52.0,0.0,0.0,193,1424,265,391,1302,309,993,272,10,8,1387,,,,,,,,3.418,13.759,35.79
"067",Oaxaca de Juárez,270955,"89.5",32,Valles Centrales,Centro,112045,128161,125636,67320,61.23,98.03,53.58,Oaxaca de Juárez,Viguera,Guadalupe Victoria,Comercio al por menor,12263,30876,2105,Ganado en pie de Porcino,"2,603",Carne de Porcino,"1,961",Ganado en pie de Ave,"1,392",Tomate rojo (jitomate),"241.3",Maíz grano,"192.7",Alfalfa verde,"170.6",74336,3560,4.79,36188,48.68,1460,1.96,384.0,0.52,26696,35.91,43.0,18085.0,66.0,32220.0,136159,162739,48802,28599,93304,21605,71699,101037,11008,69295,170318,Textiles,85,Metalisteria,18,Fibras Vegetales,12,170,17111.453,57577.758,41.35
"068",Ocotlán de Morelos,23751,"119.5",31,Valles Centrales,Ocotlán,9592,10736,10526,7977,61.1,98.05,75.78,Ocotlán de Morelos,Praxedis de Guerrero,San Pedro Guegorexe,Comercio al por menor,754,2006,50,Leche de Bovino,"1,378",Ganado en pie de Ave,"775.8",Ganado en pie de Porcino,"771.5",Tomate rojo (jitomate),"5,157",Alfalfa verde,"4,757",Maíz grano,"2,479",6040,1264,20.93,4552,75.36,1174,19.44,68.0,1.13,3627,60.05,2.0,785.0,2.0,145.0,14025,18390,4926,5077,12733,3804,8928,8928,546,2472,13545,Textiles,39,Alfareria y Ceramica,37,Madera Tallada,22,125,371.342,1252.201,40.39
"070",Pinotepa de Don Luis,6416,"67.4",14,Costa,Jamiltepec,2210,2604,2567,2139,58.5,98.57,83.34,Pinotepa de Don Luis,Yucuchá,Arroyo del Pote (Yutandiutu),Comercio al por menor,132,266,9,Ganado en pie de Bovino,"458.8",Leche de Bovino,"324.4",Carne de Bovino,"247.4",Pastos y praderas,"7,326",Maíz grano,"1,236",Mango,"49.73",1660,150,9.04,1532,92.29,124,7.47,40.0,2.41,1312,79.04,2.0,735.0,0.0,0.0,967,5029,2734,1955,5385,2555,2830,581,172,282,5476,Textiles,162,Fibras Vegetales,14,Materiales Diversos,11,194,16.594,51.793,34.45
"071",Pluma Hidalgo,3255,"103.2",102,Costa,Pochutla,1204,1352,1334,1164,59.55,98.67,87.26,Pluma Hidalgo,La Pasionaria,Santa María Magdalena Piñas,Comercio al por menor,89,255,7,Leche de Bovino,"64.88",Ganado en pie de Bovino,"43.23",Carne de Bovino,"21.80",Café cereza,"2,227",Plátano,"1,061",Maíz grano,"145.1",857,54,6.30,791,92.30,415,48.42,48.0,5.6,737,86.00,1.0,69.0,0.0,0.0,899,2804,788,1127,2506,942,1563,696,17,39,2329,,,,,,,,17.443,41.631,36.99
"073",Putla Villa de Guerrero,34652,"406.8",79,Sierra Sur,Putla,13084,14600,14438,11870,59.74,98.89,82.21,Putla Villa de Guerrero,San Juan Lagunas,Santo Domingo del Estado,Comercio al por menor,733,1654,45,Miel de Abeja,"488.0",Ganado en pie de Bovino,"467.8",Leche de Bovino,"388.5",Caña de azúcar piloncillo,"17,13",Maíz grano,"7,008",Café cereza,"1,840",9300,203,2.18,7966,85.66,1668,17.94,179.0,1.92,6971,74.96,8.0,1623.0,1.0,385.0,12728,26615,12593,8216,27229,11675,15554,5278,515,1170,25868,Textiles,90,Materiales Diversos,2,,,92,350.104,1429.021,37.76
"075",Reforma de Pineda,2660,"33.4",1,Istmo,Juchitán,765,1137,1118,945,54.36,98.36,84.5,Reforma de Pineda,Las Arenas,,Comercio al por menor,98,303,8,Ganado en pie de Bovino,"239.3",Leche de Bovino,"226.9",Carne de Bovino,"126.3",Pastos y praderas,"19,66",Mango,"6,076",Sandía,"3,517",968,7,0.72,863,89.15,26,2.69,9.0,0.93,906,93.60,1.0,124.0,0.0,0.0,432,1805,898,810,1858,299,1560,523,113,167,2214,,,,,,,,44.071,91.559,28.76
"077",Reyes Etla,4370,"12",10,Valles Centrales,Etla,1769,1975,1938,1532,60.42,98.11,79.07,Reyes Etla,San Lázaro Etla,Barrio de San Juan de Dios,Comercio al por menor,52,167,5,Leche de Bovino,"907.7",Ganado en pie de Bovino,"161.0",Carne de Bovino,"84.88",Alfalfa verde,"6,297",Maíz forrajero en verde,"2,764",Maíz grano,"430.0",1082,158,14.60,774,71.53,87,8.04,13.0,1.2,600,55.45,0.0,0.0,0.0,0.0,1521,3011,978,665,1799,314,1485,1847,87,639,2819,Alfareria y Ceramica,2,,,,,2,11.136,32.695,40.48
"078",Rojas de Cuauhtémoc,1301,"12.5",1,Valles Centrales,Tlacolula,487,611,596,410,59.3,97.58,68.8,Rojas de Cuauhtémoc,,,Comercio al por menor,40,94,2,Leche de Bovino,"376.2",Ganado en pie de Bovino,"119.7",Carne de Bovino,"61.63",Alfalfa verde,"5,979",Sorgo forrajero en verde,"297.0",Maíz grano,"221.1",378,23,6.08,239,63.23,68,17.99,2.0,0.53,227,60.05,0.0,0.0,0.0,0.0,285,861,162,199,344,34,310,709,30,218,994,Textiles,1,,,,,1,7.272,22.242,37.43
"079",Salina Cruz,84438,"131.9",31,Istmo,Tehuantepec,32824,38463,37787,24903,59.7,98.24,65.9,Salina Cruz,Salinas del Marqués,Boca del Río,Comercio al por menor,2355,6159,378,Ganado en pie de Porcino,"122.1",Carne de Porcino,"90.34",Ganado en pie de Bovino,"15.18",Maíz grano,"318.7",Sorgo grano,"293.6",Ajonjolí,"54.29",25493,2208,8.66,16951,66.49,593,2.33,220.0,0.86,12111,47.51,15.0,4661.0,5.0,2307.0,26473,41507,19177,12121,22097,3771,18326,34001,3958,21828,63760,Textiles,2,Joyería,1,Materiales Diversos,1,5,20963.936,228224.97,38.87
"080",San Agustín Amatengo,1593,"55.6",3,Valles Centrales,Ejutla,492,704,695,662,57.34,98.79,95.22,San Agustín Amatengo,Loma Carreta,Alrededores de Amatengo,Industria manufacturera,49,114,4,Leche de Bovino,"111.8",Ganado en pie de Bovino,"40.40",Ganado en pie de Porcino,"25.60",Alfalfa verde,"2,859",Agave,"2,254",Maíz grano,"894.1",533,19,3.56,505,94.75,29,5.44,11.0,2.06,416,78.05,0.0,0.0,0.0,0.0,435,1230,294,638,1179,319,861,378,12,26,1155,,,,,,,,9.177,23.327,30.89
"081",San Agustín Atenango,1871,"96.5",7,Mixteca,Silacayoápam,587,811,799,715,56.62,98.49,89.51,San Agustín Atenango,San Francisco Paxtlahuaca,San Mateo de Libres,Comercio al por menor,59,106,4,Ganado en pie de Bovino,"55.12",Carne de Bovino,"28.29",Ganado en pie de Porcino,"20.38",Calabacita,"719.2",Maíz grano,"599.7",Tomate rojo (jitomate),"63.10",588,46,7.82,537,91.33,86,14.63,17.0,2.89,554,94.22,0.0,0.0,0.0,0.0,481,1367,565,869,1338,404,934,490,20,25,1389,,,,,,,,5.009,17.041,31.37
"082",San Agustín Chayuco,4163,"151",10,Costa,Jamiltepec,1506,1730,1708,1601,58.04,98.75,93.77,San Agustín Chayuco,San Cristóbal,Yucutaco,Comercio al por menor,67,151,5,Ganado en pie de Bovino,"750.8",Leche de Bovino,"573.5",Carne de Bovino,"408.5",Pastos y praderas,"6,633",Maíz grano,"2,572",Café cereza,"352.6",1167,24,2.06,1106,94.77,55,4.71,48.0,4.11,1062,91.00,2.0,120.0,0.0,0.0,895,3174,1786,1266,3243,1081,2161,833,29,61,3255,,,,,,,,10.075,32.048,36.18
"083",San Agustín de las Juntas,11391,"26",11,Valles Centrales,Centro,5091,5004,5004,2866,60.25,100.0,57.27,San Agustín de las Juntas,Mi Ranchito,La Ampliación,Comercio al por menor,236,758,36,Ganado en pie de Porcino,"27.39",Carne de Porcino,"20.31",Leche de Bovino,"11.60",Tomate rojo (jitomate),"364.2",Alfalfa verde,"170.2",Maíz grano,"45.34",2980,117,3.93,1891,63.46,51,1.71,14.0,0.47,1158,38.86,1.0,883.0,0.0,0.0,6101,7260,1698,1493,4104,757,3346,4540,395,2260,6946,Madera Tallada,7,,,,,7,213.246,1021.531,44.69
"084",San Agustín Etla,4168,"55.1",2,Valles Centrales,Etla,1602,1948,1908,1436,59.2,97.97,75.26,San Agustín Etla,Rancho de los Jiménez,Río Salinas,Comercio al por menor,97,216,10,Leche de Bovino,"33.81",Ganado en pie de Bovino,"07.56",Carne de Bovino,"04.01",Alfalfa verde,"299.7",Maíz grano,"143.5",Aguacate,"69.93",1196,7,0.59,644,53.85,41,3.43,6.0,0.5,415,34.70,1.0,84.0,0.0,0.0,1165,1888,444,393,1233,107,1126,1318,331,1288,2913,Textiles,4,,,,,4,11.623,28.513,38.44
"085",San Agustín Loxicha,26194,"335.7",77,Costa,Pochutla,9026,9643,9565,9128,60.21,99.2,95.42,San Agustín Loxicha,Tierra Blanca,San José de la Unión,Comercio al por menor,167,311,7,Ganado en pie de Bovino,"64.49",Carne de Bovino,"32.60",Ganado en pie de Ave,"19.96",Café cereza,"1,696",Maíz grano,"1,379",Frijol,"56.44",5421,223,4.11,5231,96.50,3025,55.80,421.0,7.77,5244,96.73,4.0,494.0,0.0,0.0,3416,24064,10996,10543,25107,17136,7971,985,59,54,22662,Textiles,1,,,,,1,32.304,70.418,34.46
"086",San Agustín Tlacotepec,1032,"51.4",10,Mixteca,Tlaxiaco,314,435,428,381,57.27,98.44,89.1,San Agustín Tlacotepec,San José Yosojica,Loma Yosocutee,Comercio al por menor,34,93,2,Ganado en pie de Bovino,"43.91",Leche de Bovino,"42.91",Carne de Bovino,"23.00",Maíz grano,"165.5",Frijol,"08.00",Aguacate,"00.00",329,18,5.47,299,90.88,263,79.94,14.0,4.26,288,87.54,1.0,84.0,0.0,0.0,249,698,257,180,847,336,511,127,18,40,791,Textiles,3,Fibras Vegetales,1,,,4,4.336,10.082,30.43
"087",San Agustín Yatareni,5521,"6.4",11,Valles Centrales,Centro,2339,2598,2572,2045,64.37,98.99,79.51,San Agustín Yatareni,Río Alfalfa (Prolongación de Independencia),Puente el Tecolote,Industria manufacturera,278,686,16,Leche de Bovino,"33.22",Ganado en pie de Bovino,"15.82",Carne de Bovino,"08.25",Maíz grano,"83.25",Tomate rojo (jitomate),"79.30",,,1416,509,35.95,1063,75.07,58,4.10,5.0,0.35,800,56.50,0.0,0.0,0.0,0.0,3361,4552,552,1364,4200,1362,2837,896,127,301,2120,,,,,,,,154.511,305.376,42.37
